179,97,0,0,0,0,0,0,0
178,91,0,0,0,0,0,0,0
177,97,0,0,0,0,0,0,0
176,100,0,0,0,0,0,0,0
175,96,0,0,0,0,0,0,0
174,96,0,0,0,0,0,0,0
173,95,0,0,0,0,0,0,0
172,94,0,0,0,0,0,0,0
171,95,0,0,0,0,0,0,0
170,96,0,0,0,0,0,0,0
169,96,0,0,0,0,0,0,0
168,97,0,0,0,0,0,0,0
167,99,0,0,0,0,0,0,0
166,100,0,0,0,0,0,0,0
165,102,0,0,0,0,0,0,0
164,105,0,0,0,0,0,0,0
163,103,0,0,0,0,0,0,0
162,105,0,0,0,0,0,0,0
161,127,0,0,0,0,0,0,0
160,112,0,0,0,0,0,0,0
159,108,0,0,0,0,0,0,0
158,112,0,0,0,0,0,0,0
157,122,0,0,0,0,0,0,0
156,113,0,0,0,0,0,0,0
155,126,0,0,0,0,0,0,0
154,108,0,0,0,0,0,0,0
153,109,0,0,0,0,0,0,0
152,110,0,0,0,0,0,0,0
151,112,0,0,0,0,0,0,0
150,113,0,0,0,0,0,0,0
149,114,0,0,0,0,0,0,0
148,117,0,0,0,0,0,0,0
147,116,0,0,0,0,0,0,0
146,121,0,0,0,0,0,0,0
145,118,0,0,0,0,0,0,0
144,113,0,0,0,0,0,0,0
143,120,0,0,0,0,0,0,0
142,119,0,0,0,0,0,0,0
141,119,0,0,0,0,0,0,0
140,120,0,0,0,0,0,0,0
139,112,0,0,0,0,0,0,0
138,140,0,0,0,0,0,0,0
137,143,0,0,0,0,0,0,0
136,124,0,0,0,0,0,0,0
135,120,0,0,0,0,0,0,0
134,125,0,0,0,0,0,0,0
133,120,0,0,0,0,0,0,0
132,128,0,0,0,0,0,0,0
131,121,0,0,0,0,0,0,0
130,131,0,0,0,0,0,0,0
129,135,0,0,0,0,0,0,0
128,134,0,0,0,0,0,0,0
127,138,0,0,0,0,0,0,0
126,139,0,0,0,0,0,0,0
125,145,0,0,0,0,0,0,0
124,147,0,0,0,0,0,0,0
123,156,0,0,0,0,0,0,0
122,158,0,0,0,0,0,0,0
121,156,0,0,0,0,0,0,0
120,160,0,0,0,0,0,0,0
