143404,543,125,0,0,0,0,0,0
143424,603,125,0,0,0,0,0,0
143444,667,125,0,0,0,0,0,0
143464,700,125,0,0,0,0,0,0
143484,711,125,0,0,0,0,0,0
143504,689,125,0,0,0,0,0,0
143524,649,125,0,0,0,0,0,0
143544,590,125,0,0,0,0,0,0
143564,535,125,0,0,0,0,0,0
143584,463,125,0,0,0,0,0,0
143604,413,125,0,0,0,0,0,0
143624,375,125,0,0,0,0,0,0
143644,333,125,0,0,0,0,0,0
143664,304,125,0,0,0,0,0,0
143684,279,125,0,0,0,0,0,0
143704,261,125,0,0,0,0,0,0
143724,243,125,0,0,0,0,0,0
143744,231,125,0,0,0,0,0,0
143764,220,125,0,0,0,0,0,0
143784,211,125,0,0,0,0,0,0
143804,205,125,0,0,0,0,0,0
143824,200,125,0,0,0,0,0,0
143844,196,125,0,0,0,0,0,0
143864,189,125,0,0,0,0,0,0
143884,184,125,0,0,0,0,0,0
143904,177,125,0,0,0,0,0,0
143924,172,125,0,0,0,0,0,0
143944,165,125,0,0,0,0,0,0
143964,165,125,0,0,0,0,0,0
143984,156,125,0,0,0,0,0,0
144004,153,125,0,0,0,0,0,0
144024,146,125,0,0,0,0,0,0
144044,141,125,0,0,0,0,0,0
144064,140,125,0,0,0,0,0,0
144084,134,125,0,0,0,0,0,0
144104,130,125,0,0,0,0,0,0
144124,128,125,0,0,0,0,0,0
144144,122,125,0,0,0,0,0,0
144164,121,125,0,0,0,0,0,0
144184,116,125,0,0,0,0,0,0
144204,115,125,0,0,0,0,0,0
144224,109,125,0,0,0,0,0,0
144244,107,125,0,0,0,0,0,0
144264,106,125,0,0,0,0,0,0
144284,102,125,0,0,0,0,0,0
144304,98,125,0,0,0,0,0,0
144324,97,125,0,0,0,0,0,0
144344,93,125,0,0,0,0,0,0
144364,90,125,0,0,0,0,0,0
144384,90,125,0,0,0,0,0,0
144404,88,125,0,0,0,0,0,0
144424,85,125,0,0,0,0,0,0
144444,84,125,0,0,0,0,0,0
144464,84,125,0,0,0,0,0,0
144484,87,125,0,0,0,0,0,0
144504,86,125,0,0,0,0,0,0
144524,86,125,0,0,0,0,0,0
144544,84,125,0,0,0,0,0,0
144564,86,125,0,0,0,0,0,0
144584,85,125,0,0,0,0,0,0
144604,86,125,0,0,0,0,0,0
144624,87,125,0,0,0,0,0,0
144644,85,125,0,0,0,0,0,0
144664,85,125,0,0,0,0,0,0
144684,83,125,0,0,0,0,0,0
144704,82,125,0,0,0,0,0,0
144724,83,125,0,0,0,0,0,0
144744,81,125,0,0,0,0,0,0
144764,83,125,0,0,0,0,0,0
144784,81,125,0,0,0,0,0,0
144804,79,125,0,0,0,0,0,0
144824,79,125,0,0,0,0,0,0
144844,79,125,0,0,0,0,0,0
144864,78,125,0,0,0,0,0,0
144884,75,125,0,0,0,0,0,0
144904,78,125,0,0,0,0,0,0
144924,78,125,0,0,0,0,0,0
144944,79,125,0,0,0,0,0,0
144964,76,125,0,0,0,0,0,0
144984,75,125,0,0,0,0,0,0
145004,73,125,0,0,0,0,0,0
145024,74,125,0,0,0,0,0,0
145044,72,125,0,0,0,0,0,0
145064,73,125,0,0,0,0,0,0
145084,72,125,0,0,0,0,0,0
145104,72,125,0,0,0,0,0,0
145124,75,125,0,0,0,0,0,0
145144,72,125,0,0,0,0,0,0
