62080,105,0,0,0,0,0,0,0
62100,110,0,0,0,0,0,0,0
62120,108,0,0,0,0,0,0,0
62140,108,0,0,0,0,0,0,0
62160,110,0,0,0,0,0,0,0
62180,128,0,0,0,0,0,0,0
62200,112,0,0,0,0,0,0,0
62220,116,0,0,0,0,0,0,0
62240,116,0,0,0,0,0,0,0
62260,132,0,0,0,0,0,0,0
62280,120,0,0,0,0,0,0,0
62300,128,0,0,0,0,0,0,0
62320,125,0,0,0,0,0,0,0
62340,129,0,0,0,0,0,0,0
62360,130,0,0,0,0,0,0,0
62380,133,0,0,0,0,0,0,0
62400,136,0,0,0,0,0,0,0
62420,138,0,0,0,0,0,0,0
62440,142,0,0,0,0,0,0,0
62460,145,0,0,0,0,0,0,0
62480,145,0,0,0,0,0,0,0
62500,158,0,0,0,0,0,0,0
62520,158,0,0,0,0,0,0,0
62540,152,0,0,0,0,0,0,0
62560,163,0,0,0,0,0,0,0
62580,171,0,0,0,0,0,0,0
62600,169,0,0,0,0,0,0,0
62620,171,0,0,0,0,0,0,0
62640,184,0,0,0,0,0,0,0
62660,190,0,0,0,0,0,0,0
62680,188,0,0,0,0,0,0,0
62700,193,0,0,0,0,0,0,0
62720,194,0,0,0,0,0,0,0
62740,200,0,0,0,0,0,0,0
62760,205,0,0,0,0,0,0,0
62780,210,0,0,0,0,0,0,0
62800,216,0,0,0,0,0,0,0
62820,219,0,0,0,0,0,0,0
62840,222,0,0,0,0,0,0,0
62860,228,0,0,0,0,0,0,0
62880,239,0,0,0,0,0,0,0
62900,245,0,0,0,0,0,0,0
62920,247,0,0,0,0,0,0,0
62940,255,0,0,0,0,0,0,0
62960,264,0,0,0,0,0,0,0
62980,276,0,0,0,0,0,0,0
63000,289,0,0,0,0,0,0,0
63020,300,0,0,0,0,0,0,0
63040,310,0,0,0,0,0,0,0
63060,324,0,0,0,0,0,0,0
63080,352,0,0,0,0,0,0,0
63100,376,0,0,0,0,0,0,0
63120,396,0,0,0,0,0,0,0
63140,426,0,0,0,0,0,0,0
63160,449,0,0,0,0,0,0,0
63180,474,0,0,0,0,0,0,0
63200,497,0,0,0,0,0,0,0
63220,543,0,0,0,0,0,0,0
63240,579,0,0,0,0,0,0,0
63260,641,0,0,0,0,0,0,0
63280,657,0,0,0,0,0,0,0
63300,705,0,0,0,0,0,0,0
63320,744,0,0,0,0,0,0,0
63340,787,0,0,0,0,0,0,0
63360,820,0,0,0,0,0,0,0
63380,823,0,0,0,0,0,0,0
63400,860,0,0,0,0,0,0,0
63420,861,0,0,0,0,0,0,0
63440,835,0,0,0,0,0,0,0
63460,832,0,0,0,0,0,0,0
63480,799,0,0,0,0,0,0,0
63500,761,0,0,0,0,0,0,0
63520,714,0,0,0,0,0,0,0
63540,668,0,0,0,0,0,0,0
63560,619,0,0,0,0,0,0,0
63580,576,0,0,0,0,0,0,0
63600,536,0,0,0,0,0,0,0
63620,486,0,0,0,0,0,0,0
63640,450,0,0,0,0,0,0,0
63660,422,0,0,0,0,0,0,0
63680,395,0,0,0,0,0,0,0
63700,373,0,0,0,0,0,0,0
63720,354,0,0,0,0,0,0,0
63740,336,0,0,0,0,0,0,0
63760,318,0,0,0,0,0,0,0
63780,296,0,0,0,0,0,0,0
63800,279,0,0,0,0,0,0,0
63820,268,0,0,0,0,0,0,0
63840,258,0,0,0,0,0,0,0
63860,245,0,0,0,0,0,0,0
63880,236,0,0,0,0,0,0,0
63900,222,0,0,0,0,0,0,0
63920,211,0,0,0,0,0,0,0
63940,201,0,0,0,0,0,0,0
63960,192,0,0,0,0,0,0,0
63980,187,0,0,0,0,0,0,0
64000,179,0,0,0,0,0,0,0
64020,175,0,0,0,0,0,0,0
64040,169,0,0,0,0,0,0,0
